1	715.2	403.85	1
11	731.66	389.59	1
21	717.39	392.88	1
31	684.46	388.49	1
41	657.02	370.93	1
51	689.95	379.71	1
61	704.22	375.32	1
71	706.41	372.02	1
81	678.98	367.63	1
91	697.63	365.44	1
101	686.66	352.27	1
111	673.49	347.88	1
121	666.9	339.1	1
131	665.8	335.8	1
141	666.9	261.17	1
151	675.68	232.63	1
161	674.59	235.93	1
171	673.49	237.02	1
181	677.88	242.51	1
191	676.78	244.71	1
201	666.9	258.98	1
211	677.88	229.34	1
221	681.17	230.44	1
231	685.56	223.85	1
241	683.37	221.66	1
251	703.12	215.07	1
261	676.78	240.32	1
271	697.63	218.37	1
281	694.34	220.56	1
291	697.63	217.27	1
301	695.44	215.07	1
311	699.83	215.07	1
321	677.88	233.73	1
331	692.15	205.2	1
341	697.63	206.29	1
351	698.73	210.68	1
361	695.44	210.68	1
371	692.15	210.68	1
381	683.37	222.76	1
391	707.51	201.9	1
401	698.73	204.1	1
411	694.34	208.49	1
421	696.54	206.29	1
431	694.34	208.49	1
441	692.15	207.39	1
451	689.95	209.59	1
461	731.66	206.29	1
471	728.37	208.49	1
481	708.61	204.1	1
491	706.41	206.29	1
501	699.83	206.29	1
511	696.54	209.59	1
521	704.22	205.2	1
531	710.8	203	1
541	715.2	207.39	1
551	677.88	213.98	1
561	693.24	206.29	1
571	693.24	208.49	1
581	691.05	209.59	1
591	698.73	212.88	1
601	685.56	216.17	1
611	683.37	218.37	1
621	662.51	240.32	1
631	660.32	233.73	1
641	662.51	231.54	1
651	662.51	231.54	1
660	658.12	230.44	1
