8	1816.6	804.2	1
9	1723.9	560.16	1
10	1619	433.11	1
11	1604.9	447.22	1
12	1526.2	461.34	1
13	1461.7	479.49	1
14	1427.4	513.78	1
15	1350.8	556.13	1
16	1310.4	630.75	1
17	1268.1	679.16	1
18	1221.7	737.64	1
19	1199.5	798.15	1
20	1175.3	848.57	1
29	1818.7	973.61	1
30	1736	935.29	1
31	1633.1	951.42	1
32	1489.9	955.46	1
33	1366.9	957.47	1
34	1284.2	959.49	1
35	1251.9	911.09	1
36	1247.9	868.74	1
37	1231.8	826.38	1
38	1231.8	788.06	1
39	1247.9	733.61	1
40	1237.8	693.27	1
41	1256	634.79	1
42	1280.2	594.45	1
43	1298.3	554.11	1
44	1326.6	521.84	1
45	1364.9	491.59	1
46	1387.1	475.46	1
47	1423.4	443.19	1
48	1445.5	412.94	1
49	1473.8	394.79	1
50	1487.9	366.55	1
66	1959.8	745.71	1
67	1978	652.94	1
68	2032.4	481.51	1
69	2062.7	412.94	1
70	2080.8	366.55	1
71	2088.9	348.4	1
72	2099	320.16	1
73	2107.1	306.05	1
74	2139.3	295.96	1
75	2175.6	314.11	1
89	1877.1	951.42	1
90	1782.3	782.01	1
91	1705.7	673.11	1
92	1594.8	592.43	1
93	1540.3	540	1
94	1522.2	477.47	1
108	1951.8	1032.1	1
109	1980	1112.8	1
110	2020.3	1207.6	1
111	2068.7	1395.1	1
112	2088.9	1514.1	1
113	2121.2	1619	1
114	2139.3	1723.9	1
115	2147.4	1772.3	1
116	2163.5	1822.7	1
117	2109.1	1867.1	1
118	2054.6	1891.3	1
119	2028.4	1927.6	1
120	2004.2	1941.7	1
121	1984	1953.8	1
199	1961.8	1161.2	1
200	2050.6	1110.8	1
201	2121.2	991.76	1
202	2157.5	862.68	1
203	2171.6	761.84	1
204	2232.1	679.16	1
205	2312.8	608.57	1
206	2332.9	574.28	1
207	2355.1	574.28	1
208	2377.3	582.35	1
209	2439.8	582.35	1
210	2470.1	566.21	1
